station,station_name,valid(UTC),tmpf,sknt,vis1_coeff,vis2_coeff,vis3_coeff,ptype,precip,
MDW,Chicago Midway,2022-02-06 06:00,18,15,0.097,0.106,,NP,0,
MDW,Chicago Midway,2022-02-06 07:00,19,11,0.099,0.109,,NP,0,
MDW,Chicago Midway,2022-02-06 08:00,19,11,0.106,0.113,,NP,0,
MDW,Chicago Midway,2022-02-06 09:00,19,12,0.102,0.11,,NP,0,
MDW,Chicago Midway,2022-02-06 10:00,19,10,0.103,0.112,,NP,0,
MDW,Chicago Midway,2022-02-06 11:00,19,11,0.104,0.114,,NP,0,
MDW,Chicago Midway,2022-02-06 12:00,19,9,0.109,0.115,,NP,0,
MDW,Chicago Midway,2022-02-06 13:00,19,11,0.11,0.119,,NP,0,
MDW,Chicago Midway,2022-02-06 14:00,20,10,0.113,0.128,,NP,0,
MDW,Chicago Midway,2022-02-06 15:00,24,11,0.108,0.116,,NP,0,
MDW,Chicago Midway,2022-02-06 16:00,27,15,0.103,0.116,,NP,0,
MDW,Chicago Midway,2022-02-06 17:00,29,10,0.109,0.125,,NP,0,
MDW,Chicago Midway,2022-02-06 18:00,31,11,0.106,0.113,,NP,0,
MDW,Chicago Midway,2022-02-06 19:00,32,11,0.11,0.126,,NP,0,
MDW,Chicago Midway,2022-02-06 20:00,33,13,0.107,0.125,,NP,0,
MDW,Chicago Midway,2022-02-06 21:00,33,14,0.106,0.121,,NP,0,
MDW,Chicago Midway,2022-02-06 22:00,33,9,0.117,0.129,,NP,0,
MDW,Chicago Midway,2022-02-06 23:00,32,13,0.119,0.137,,NP,0,
MDW,Chicago Midway,2022-02-07 00:00,31,11,0.127,0.147,,NP,0,
MDW,Chicago Midway,2022-02-07 01:00,31,13,0.128,0.148,,NP,0,
MDW,Chicago Midway,2022-02-07 02:00,30,9,0.132,0.147,,NP,0,
MDW,Chicago Midway,2022-02-07 03:00,31,12,0.128,0.15,,NP,0,
MDW,Chicago Midway,2022-02-07 04:00,30,9,0.141,0.164,,NP,0,
MDW,Chicago Midway,2022-02-07 05:00,31,7,0.153,0.184,,NP,0,
MDW,Chicago Midway,2022-02-07 06:00,32,11,0.169,0.202,,NP,0,
MDW,Chicago Midway,2022-02-07 07:00,31,11,0.244,0.358,,NP,0,
MDW,Chicago Midway,2022-02-07 08:00,29,10,0.158,0.193,,NP,0,
MDW,Chicago Midway,2022-02-07 09:00,27,12,0.134,0.158,,NP,0,
MDW,Chicago Midway,2022-02-07 10:00,25,12,0.131,0.155,,NP,0,
MDW,Chicago Midway,2022-02-07 11:00,24,10,0.166,0.188,,NP,0,
MDW,Chicago Midway,2022-02-07 12:00,23,12,0.242,0.279,,NP,0,
MDW,Chicago Midway,2022-02-07 13:00,23,,0.303,0.367,,NP,0,
MDW,Chicago Midway,2022-02-07 14:00,23,7,0.236,0.24,,?0,0,
MDW,Chicago Midway,2022-02-07 15:00,24,10,0.155,0.177,,?0,0,
MDW,Chicago Midway,2022-02-07 16:00,23,11,0.291,0.284,,S-,0,
MDW,Chicago Midway,2022-02-07 17:00,23,8,0.099,0.108,,?1,0,
MDW,Chicago Midway,2022-02-07 18:00,25,10,0.088,0.098,,NP,0,
MDW,Chicago Midway,2022-02-07 19:00,25,9,0.101,0.112,,NP,0,
MDW,Chicago Midway,2022-02-07 20:00,26,8,0.088,0.107,,NP,0,
MDW,Chicago Midway,2022-02-07 21:00,26,8,0.086,0.097,,NP,0,
MDW,Chicago Midway,2022-02-07 22:00,25,11,0.099,0.117,,NP,0,
MDW,Chicago Midway,2022-02-07 23:00,24,6,0.104,0.118,,NP,0,
MDW,Chicago Midway,2022-02-08 00:00,23,5,0.117,0.126,,NP,0,
MDW,Chicago Midway,2022-02-08 01:00,22,4,0.116,0.131,,NP,0,
MDW,Chicago Midway,2022-02-08 02:00,21,7,0.135,0.157,,NP,0,
MDW,Chicago Midway,2022-02-08 03:00,20,9,0.158,0.177,,NP,0,
MDW,Chicago Midway,2022-02-08 04:00,18,6,0.164,0.182,,NP,0,
MDW,Chicago Midway,2022-02-08 05:00,18,5,0.185,0.207,,NP,0,
MDW,Chicago Midway,2022-02-08 06:00,18,6,0.192,0.216,,NP,0,
MDW,Chicago Midway,2022-02-08 07:00,19,4,0.183,0.208,,NP,0,
MDW,Chicago Midway,2022-02-08 08:00,20,5,0.174,0.195,,NP,0,
MDW,Chicago Midway,2022-02-08 09:00,20,6,0.168,0.193,,NP,0,
MDW,Chicago Midway,2022-02-08 10:00,20,8,0.17,0.189,,NP,0,
MDW,Chicago Midway,2022-02-08 11:00,20,6,0.146,0.176,,NP,0,
MDW,Chicago Midway,2022-02-08 12:00,20,6,0.153,0.177,,NP,0,
MDW,Chicago Midway,2022-02-08 13:00,20,7,0.159,0.179,,NP,0,
MDW,Chicago Midway,2022-02-08 14:00,21,7,0.152,0.172,,NP,0,
MDW,Chicago Midway,2022-02-08 15:00,24,11,0.122,0.162,,NP,0,
MDW,Chicago Midway,2022-02-08 16:00,28,13,0.114,0.134,,NP,0,
MDW,Chicago Midway,2022-02-08 17:00,30,10,0.117,0.138,,NP,0,
MDW,Chicago Midway,2022-02-08 18:00,32,10,0.121,0.141,,NP,0,
MDW,Chicago Midway,2022-02-08 19:00,33,11,0.127,0.143,,NP,0,
MDW,Chicago Midway,2022-02-08 20:00,34,12,0.136,0.164,,NP,0,
MDW,Chicago Midway,2022-02-08 21:00,37,10,0.145,0.162,,NP,0,
MDW,Chicago Midway,2022-02-08 22:00,37,10,0.144,0.164,,NP,0,
MDW,Chicago Midway,2022-02-08 23:00,37,12,0.152,0.171,,NP,0,
MDW,Chicago Midway,2022-02-09 00:00,38,12,0.141,0.169,,NP,0,
MDW,Chicago Midway,2022-02-09 01:00,38,12,0.134,0.152,,NP,0,
MDW,Chicago Midway,2022-02-09 02:00,38,11,0.126,0.143,,NP,0,
MDW,Chicago Midway,2022-02-09 03:00,39,12,0.112,0.133,,NP,0,
MDW,Chicago Midway,2022-02-09 04:00,39,7,0.111,0.127,,NP,0,
MDW,Chicago Midway,2022-02-09 05:00,40,13,0.111,0.131,,NP,0,
MDW,Chicago Midway,2022-02-09 06:00,39,11,0.102,0.115,,NP,0,
MDW,Chicago Midway,2022-02-09 07:00,37,7,0.097,0.116,,NP,0,
MDW,Chicago Midway,2022-02-09 08:00,36,9,0.103,0.121,,NP,0,
MDW,Chicago Midway,2022-02-09 09:00,34,7,0.117,0.133,,NP,0,
MDW,Chicago Midway,2022-02-09 10:00,35,9,0.115,0.132,,NP,0,
MDW,Chicago Midway,2022-02-09 11:00,34,7,0.11,0.126,,NP,0,
MDW,Chicago Midway,2022-02-09 12:00,35,11,0.09,0.107,,NP,0,
MDW,Chicago Midway,2022-02-09 13:00,34,9,0.103,0.107,,NP,0,
MDW,Chicago Midway,2022-02-09 14:00,35,9,0.08,0.101,,NP,0,
MDW,Chicago Midway,2022-02-09 15:00,36,10,0.078,0.096,,NP,0,
MDW,Chicago Midway,2022-02-09 16:00,38,11,0.073,0.08,,NP,0,
MDW,Chicago Midway,2022-02-09 17:00,39,12,0.052,0.069,,NP,0,
MDW,Chicago Midway,2022-02-09 18:00,41,13,0.068,0.073,,NP,0,
MDW,Chicago Midway,2022-02-09 19:00,42,16,0.053,0.067,,NP,0,
MDW,Chicago Midway,2022-02-09 20:00,40,12,0.066,0.072,,NP,0,
MDW,Chicago Midway,2022-02-09 21:00,40,12,0.068,0.074,,NP,0,
MDW,Chicago Midway,2022-02-09 22:00,40,14,0.057,0.076,,NP,0,
MDW,Chicago Midway,2022-02-09 23:00,39,11,0.057,0.076,,NP,0,
MDW,Chicago Midway,2022-02-10 00:00,39,14,0.051,0.066,,NP,0,
MDW,Chicago Midway,2022-02-10 01:00,39,10,0.051,0.06,,NP,0,
MDW,Chicago Midway,2022-02-10 02:00,38,12,0.054,0.13,,?1,0,
MDW,Chicago Midway,2022-02-10 04:00,37,11,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-02-10 05:00,36,10,0.05,0.056,,NP,0,
MDW,Chicago Midway,2022-02-10 06:00,36,11,0.379,0.356,,S-,0,
MDW,Chicago Midway,2022-02-10 07:00,36,11,0.054,0.062,,?1,0,
MDW,Chicago Midway,2022-02-10 08:00,35,11,0.173,0.136,,?1,0,
MDW,Chicago Midway,2022-02-10 09:00,34,8,0.139,0.108,,?1,0,
MDW,Chicago Midway,2022-02-10 10:00,32,9,0.061,0.068,,NP,0,
MDW,Chicago Midway,2022-02-10 11:00,32,12,0.05,0.056,,NP,0,
MDW,Chicago Midway,2022-02-10 12:00,31,9,0.05,0.064,,NP,0,
MDW,Chicago Midway,2022-02-10 13:00,31,11,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-02-10 14:00,31,9,0.054,0.064,,NP,0,
MDW,Chicago Midway,2022-02-10 15:00,31,8,0.052,0.066,,NP,0,
MDW,Chicago Midway,2022-02-10 16:00,31,8,0.054,0.07,,NP,0,
MDW,Chicago Midway,2022-02-10 17:00,32,6,0.063,0.071,,NP,0,
MDW,Chicago Midway,2022-02-10 18:00,31,9,0.065,0.083,,NP,0,
MDW,Chicago Midway,2022-02-10 19:00,31,13,0.066,0.079,,NP,0,
MDW,Chicago Midway,2022-02-10 20:00,31,13,0.065,0.079,,NP,0,
MDW,Chicago Midway,2022-02-10 21:00,30,14,0.059,0.075,,NP,0,
MDW,Chicago Midway,2022-02-10 22:00,29,13,0.056,0.069,,NP,0,
MDW,Chicago Midway,2022-02-10 23:00,28,11,0.07,0.085,,NP,0,
MDW,Chicago Midway,2022-02-11 00:00,28,11,0.076,0.095,,NP,0,
MDW,Chicago Midway,2022-02-11 01:00,29,15,0.076,0.095,,NP,0,
MDW,Chicago Midway,2022-02-11 02:00,29,16,0.063,0.085,,NP,0,
MDW,Chicago Midway,2022-02-11 03:00,30,13,0.062,0.081,,NP,0,
MDW,Chicago Midway,2022-02-11 04:00,31,13,0.074,0.093,,NP,0,
MDW,Chicago Midway,2022-02-11 05:00,32,14,0.083,0.102,,NP,0,
MDW,Chicago Midway,2022-02-11 06:00,34,16,0.188,0.165,,?1,0,
MDW,Chicago Midway,2022-02-11 07:00,34,18,1.686,1.78,,S-,0,
MDW,Chicago Midway,2022-02-11 08:00,35,15,0.98,1.05,,S-,0.01,
MDW,Chicago Midway,2022-02-11 09:00,37,13,0.36,0.383,,R-,0,
MDW,Chicago Midway,2022-02-11 10:00,38,14,0.074,0.097,,NP,0,
MDW,Chicago Midway,2022-02-11 11:00,40,18,0.084,0.103,,NP,0,
MDW,Chicago Midway,2022-02-11 12:00,39,15,0.075,0.096,,NP,0,
MDW,Chicago Midway,2022-02-11 13:00,39,12,0.058,0.077,,NP,0,
MDW,Chicago Midway,2022-02-11 14:00,39,11,0.057,0.072,,NP,0,
MDW,Chicago Midway,2022-02-11 15:00,40,12,0.06,0.07,,NP,0,
MDW,Chicago Midway,2022-02-11 16:00,41,14,0.052,0.072,,NP,0,
MDW,Chicago Midway,2022-02-11 17:00,41,14,0.054,0.07,,NP,0,
MDW,Chicago Midway,2022-02-11 18:00,42,14,0.05,0.079,,NP,0,
MDW,Chicago Midway,2022-02-11 19:00,44,12,0.05,0.053,,NP,0,
MDW,Chicago Midway,2022-02-11 20:00,45,14,0.05,0.051,,NP,0,
MDW,Chicago Midway,2022-02-11 21:00,44,10,0.05,0.052,,NP,0,
MDW,Chicago Midway,2022-02-11 22:00,43,20,0.05,0.05,,NP,0,
MDW,Chicago Midway,2022-02-11 23:00,38,21,0.05,0.05,,NP,0,
MDW,Chicago Midway,2022-02-12 00:00,36,21,0.05,0.055,,NP,0,
MDW,Chicago Midway,2022-02-12 01:00,33,19,0.051,0.061,,NP,0,
MDW,Chicago Midway,2022-02-12 02:00,32,17,0.058,0.071,,NP,0,
MDW,Chicago Midway,2022-02-12 03:00,31,10,0.075,0.096,,?1,0,
MDW,Chicago Midway,2022-02-12 04:00,31,14,0.503,0.492,,S-,0,
MDW,Chicago Midway,2022-02-12 05:00,31,14,0.07,0.086,,?1,0,
MDW,Chicago Midway,2022-02-12 06:00,31,12,0.404,0.445,,S-,0,
MDW,Chicago Midway,2022-02-12 07:00,28,15,0.056,0.091,,?0,0,
MDW,Chicago Midway,2022-02-12 08:00,26,15,0.112,0.143,,?0,0,
MDW,Chicago Midway,2022-02-12 09:00,24,12,0.06,0.14,,?0,0,
MDW,Chicago Midway,2022-02-12 10:00,22,16,0.05,0.055,,?1,0,
MDW,Chicago Midway,2022-02-12 11:00,19,16,0.05,0.051,,NP,0,
MDW,Chicago Midway,2022-02-12 12:00,16,15,0.05,0.05,,NP,0,
MDW,Chicago Midway,2022-02-12 13:00,15,13,0.05,0.055,,NP,0,
MDW,Chicago Midway,2022-02-12 14:00,16,13,0.05,0.052,,NP,0,
MDW,Chicago Midway,2022-02-12 15:00,16,12,0.05,0.052,,NP,0,
MDW,Chicago Midway,2022-02-12 16:00,17,7,0.05,0.058,,NP,0,
MDW,Chicago Midway,2022-02-12 17:00,20,9,0.05,0.054,,NP,0,
MDW,Chicago Midway,2022-02-12 18:00,19,3,0.05,0.054,,NP,0,
MDW,Chicago Midway,2022-02-12 19:00,21,3,0.05,0.055,,?0,0,
MDW,Chicago Midway,2022-02-12 20:00,20,7,0.05,0.055,,NP,0,
MDW,Chicago Midway,2022-02-12 21:00,23,9,0.05,0.054,,NP,0,
MDW,Chicago Midway,2022-02-12 22:00,20,11,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-02-12 23:00,19,10,0.05,0.056,,NP,0,
MDW,Chicago Midway,2022-02-13 00:00,18,10,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-02-13 01:00,18,8,0.073,0.07,,?1,0,
MDW,Chicago Midway,2022-02-13 02:00,18,8,0.053,0.056,,NP,0,
MDW,Chicago Midway,2022-02-13 03:00,19,8,0.05,0.054,,NP,0,
MDW,Chicago Midway,2022-02-13 04:00,19,9,0.05,0.055,,NP,0,
MDW,Chicago Midway,2022-02-13 05:00,18,10,0.05,0.06,,NP,0,
MDW,Chicago Midway,2022-02-13 06:00,17,8,0.05,0.064,,NP,0,
MDW,Chicago Midway,2022-02-13 07:00,15,8,0.05,0.063,,NP,0,
MDW,Chicago Midway,2022-02-13 08:00,15,11,0.05,0.063,,NP,0,
MDW,Chicago Midway,2022-02-13 09:00,15,7,0.05,0.061,,NP,0,
MDW,Chicago Midway,2022-02-13 10:00,14,5,0.05,0.06,,NP,0,
MDW,Chicago Midway,2022-02-13 11:00,14,9,0.05,0.066,,NP,0,
MDW,Chicago Midway,2022-02-13 12:00,14,8,0.05,0.057,,NP,0,
MDW,Chicago Midway,2022-02-13 13:00,14,8,0.05,0.063,,NP,0,
MDW,Chicago Midway,2022-02-13 14:00,15,7,0.05,0.067,,NP,0,
MDW,Chicago Midway,2022-02-13 15:00,15,8,0.15,0.651,,S-,0,
MDW,Chicago Midway,2022-02-13 16:00,15,7,0.127,0.12,,NP,0,
MDW,Chicago Midway,2022-02-13 17:00,17,8,0.063,0.079,,NP,0,
MDW,Chicago Midway,2022-02-13 18:00,18,9,0.058,0.072,,NP,0,
MDW,Chicago Midway,2022-02-13 19:00,18,8,0.052,0.068,,NP,0,
MDW,Chicago Midway,2022-02-13 20:00,19,10,0.059,0.065,,NP,0,
MDW,Chicago Midway,2022-02-13 21:00,20,6,0.05,0.062,,NP,0,
MDW,Chicago Midway,2022-02-13 22:00,18,9,0.05,0.066,,NP,0,
MDW,Chicago Midway,2022-02-13 23:00,19,8,0.05,0.062,,NP,0,
MDW,Chicago Midway,2022-02-14 00:00,18,7,0.05,0.06,,NP,0,
MDW,Chicago Midway,2022-02-14 01:00,17,9,0.051,0.065,,NP,0,
MDW,Chicago Midway,2022-02-14 02:00,16,6,0.054,0.065,,NP,0,
MDW,Chicago Midway,2022-02-14 03:00,16,5,0.053,0.071,,NP,0,
MDW,Chicago Midway,2022-02-14 04:00,16,3,0.053,0.067,,NP,0,
MDW,Chicago Midway,2022-02-14 05:00,16,5,0.051,0.067,,NP,0,
MDW,Chicago Midway,2022-02-14 06:00,16,7,0.051,0.071,,NP,0,
MDW,Chicago Midway,2022-02-14 07:00,16,7,0.055,0.067,,NP,0,
MDW,Chicago Midway,2022-02-14 08:00,16,4,0.05,0.064,,NP,0,
MDW,Chicago Midway,2022-02-14 09:00,16,5,0.062,0.054,,NP,0,
MDW,Chicago Midway,2022-02-14 10:00,16,5,0.055,0.069,,NP,0,
MDW,Chicago Midway,2022-02-14 11:00,16,6,0.058,0.08,,NP,0,
MDW,Chicago Midway,2022-02-14 12:00,16,8,0.067,0.081,,NP,0,
MDW,Chicago Midway,2022-02-14 13:00,16,7,0.077,0.092,,NP,0,
MDW,Chicago Midway,2022-02-14 14:00,17,7,0.087,0.1,,NP,0,
MDW,Chicago Midway,2022-02-14 15:00,17,6,0.092,0.104,,?0,0,
MDW,Chicago Midway,2022-02-14 16:00,18,8,0.093,0.107,,?0,0,
MDW,Chicago Midway,2022-02-14 17:00,20,7,0.078,0.101,,?0,0,
MDW,Chicago Midway,2022-02-14 18:00,22,7,0.051,0.076,,NP,0,
MDW,Chicago Midway,2022-02-14 19:00,23,5,0.052,0.08,,NP,0,
MDW,Chicago Midway,2022-02-14 20:00,24,7,0.055,0.074,,NP,0,
MDW,Chicago Midway,2022-02-14 21:00,27,7,0.059,0.073,,NP,0,
MDW,Chicago Midway,2022-02-14 22:00,27,8,0.081,0.088,,NP,0,
MDW,Chicago Midway,2022-02-14 23:00,26,4,0.078,0.096,,NP,0,
MDW,Chicago Midway,2022-02-15 00:00,26,7,0.077,0.09,,NP,0,
MDW,Chicago Midway,2022-02-15 01:00,26,7,0.093,0.111,,NP,0,
MDW,Chicago Midway,2022-02-15 02:00,26,5,0.106,0.116,,NP,0,
MDW,Chicago Midway,2022-02-15 03:00,26,5,0.111,0.123,,NP,0,
MDW,Chicago Midway,2022-02-15 04:00,26,5,0.114,0.129,,NP,0,
MDW,Chicago Midway,2022-02-15 05:00,26,5,0.119,0.136,,NP,0,
MDW,Chicago Midway,2022-02-15 06:00,27,4,0.121,0.139,,NP,0,
MDW,Chicago Midway,2022-02-15 07:00,26,4,0.127,0.151,,NP,0,
MDW,Chicago Midway,2022-02-15 08:00,26,4,0.138,0.155,,NP,0,
MDW,Chicago Midway,2022-02-15 09:00,26,3,0.137,0.163,,NP,0,
MDW,Chicago Midway,2022-02-15 10:00,25,6,0.161,0.181,,NP,0,
MDW,Chicago Midway,2022-02-15 11:00,24,7,0.182,0.207,,NP,0,
MDW,Chicago Midway,2022-02-15 12:00,23,5,0.131,0.172,,NP,0,
MDW,Chicago Midway,2022-02-15 13:00,23,6,0.121,0.134,,NP,0,
MDW,Chicago Midway,2022-02-15 14:00,25,9,0.084,0.11,,NP,0,
MDW,Chicago Midway,2022-02-15 15:00,27,11,0.088,0.124,,NP,0,
MDW,Chicago Midway,2022-02-15 16:00,30,9,0.091,0.118,,NP,0,
MDW,Chicago Midway,2022-02-15 17:00,33,11,0.097,0.122,,NP,0,
MDW,Chicago Midway,2022-02-15 18:00,35,9,0.103,0.132,,NP,0,
MDW,Chicago Midway,2022-02-15 19:00,37,11,0.105,0.121,,NP,0,
MDW,Chicago Midway,2022-02-15 20:00,38,11,0.082,0.109,,NP,0,
MDW,Chicago Midway,2022-02-15 21:00,40,13,0.086,0.114,,NP,0,
MDW,Chicago Midway,2022-02-15 22:00,38,14,0.104,0.12,,NP,0,
MDW,Chicago Midway,2022-02-15 23:00,37,15,0.114,0.139,,NP,0,
MDW,Chicago Midway,2022-02-16 00:00,36,15,0.124,0.148,,NP,0,
MDW,Chicago Midway,2022-02-16 01:00,37,14,0.125,0.146,,NP,0,
MDW,Chicago Midway,2022-02-16 02:00,38,11,0.121,0.14,,NP,0,
MDW,Chicago Midway,2022-02-16 03:00,40,14,0.111,0.123,,NP,0,
MDW,Chicago Midway,2022-02-16 04:00,43,14,0.106,0.123,,NP,0,
MDW,Chicago Midway,2022-02-16 05:00,45,12,0.086,0.103,,NP,0,
MDW,Chicago Midway,2022-02-16 06:00,45,14,0.075,0.097,,NP,0,
MDW,Chicago Midway,2022-02-16 07:00,47,16,0.063,0.089,,NP,0,
MDW,Chicago Midway,2022-02-16 08:00,46,15,0.064,0.09,,NP,0,
MDW,Chicago Midway,2022-02-16 09:00,47,13,0.06,0.081,,NP,0,
MDW,Chicago Midway,2022-02-16 10:00,47,15,0.058,0.078,,NP,0,
MDW,Chicago Midway,2022-02-16 11:00,46,14,0.056,0.079,,NP,0,
MDW,Chicago Midway,2022-02-16 12:00,47,18,0.058,0.078,,NP,0,
MDW,Chicago Midway,2022-02-16 13:00,48,16,0.067,0.089,,NP,0,
MDW,Chicago Midway,2022-02-16 14:00,49,22,0.071,0.09,,NP,0,
MDW,Chicago Midway,2022-02-16 15:00,49,22,0.079,0.092,,NP,0,
MDW,Chicago Midway,2022-02-16 16:00,49,17,0.081,0.098,,NP,0,
MDW,Chicago Midway,2022-02-16 17:00,50,21,0.082,0.1,,NP,0,
MDW,Chicago Midway,2022-02-16 18:00,52,18,0.075,0.099,,NP,0,
MDW,Chicago Midway,2022-02-16 19:00,52,24,0.075,0.101,,NP,0,
MDW,Chicago Midway,2022-02-16 20:00,52,17,0.086,0.103,,NP,0,
MDW,Chicago Midway,2022-02-16 21:00,53,15,0.082,0.104,,NP,0,
MDW,Chicago Midway,2022-02-16 22:00,53,17,0.149,0.186,,?1,0,
MDW,Chicago Midway,2022-02-16 23:00,53,16,0.428,0.206,,?3,0,
MDW,Chicago Midway,2022-02-17 00:00,53,11,0.09,0.118,,NP,0,
MDW,Chicago Midway,2022-02-17 01:00,54,16,0.068,0.114,,?1,0,
MDW,Chicago Midway,2022-02-17 02:00,54,18,0.066,0.091,,NP,0,
MDW,Chicago Midway,2022-02-17 03:00,52,10,0.246,0.293,,R-,0,
MDW,Chicago Midway,2022-02-17 04:00,51,5,1.495,1.153,,R ,0.01,
MDW,Chicago Midway,2022-02-17 05:00,51,1,1.274,1.598,,R-,0,
MDW,Chicago Midway,2022-02-17 06:00,42,15,1.016,1.101,,R ,0,
MDW,Chicago Midway,2022-02-17 07:00,39,13,0.59,0.652,,?3,0,
MDW,Chicago Midway,2022-02-17 08:00,38,14,0.524,0.545,,R-,0.01,
MDW,Chicago Midway,2022-02-17 09:00,37,14,0.526,0.564,,R-,0,
MDW,Chicago Midway,2022-02-17 10:00,36,13,0.412,0.453,,NP,0,
MDW,Chicago Midway,2022-02-17 11:00,35,17,0.244,0.269,,NP,0,
MDW,Chicago Midway,2022-02-17 12:00,33,18,0.138,0.162,,NP,0,
MDW,Chicago Midway,2022-02-17 13:00,33,20,0.105,0.118,,NP,0,
MDW,Chicago Midway,2022-02-17 14:00,32,17,0.074,0.097,,NP,0,
MDW,Chicago Midway,2022-02-17 15:00,32,18,0.061,0.082,,NP,0,
MDW,Chicago Midway,2022-02-17 16:00,32,21,0.05,0.064,,NP,0,
MDW,Chicago Midway,2022-02-17 17:00,31,18,0.05,0.065,,NP,0,
MDW,Chicago Midway,2022-02-17 18:00,30,22,0.05,0.068,,NP,0,
MDW,Chicago Midway,2022-02-17 19:00,29,22,0.05,0.077,,NP,0,
MDW,Chicago Midway,2022-02-17 20:00,27,19,1.21,1.233,,S-,0,
MDW,Chicago Midway,2022-02-17 21:00,25,16,3.474,4.154,,S ,0,
MDW,Chicago Midway,2022-02-17 22:00,25,15,4.506,5.093,,S ,0,
MDW,Chicago Midway,2022-02-17 23:00,23,18,5.197,6.334,,S+,0,
MDW,Chicago Midway,2022-02-18 00:00,22,16,1.799,2.051,,S ,0,
MDW,Chicago Midway,2022-02-18 01:00,22,18,1.422,1.391,,S-,0,
MDW,Chicago Midway,2022-02-18 02:00,22,15,0.087,0.096,,NP,0,
MDW,Chicago Midway,2022-02-18 03:00,22,15,0.066,0.116,,NP,0,
MDW,Chicago Midway,2022-02-18 04:00,21,16,0.071,0.078,,NP,0,
MDW,Chicago Midway,2022-02-18 05:00,18,16,0.061,0.092,,NP,0,
MDW,Chicago Midway,2022-02-18 06:00,18,11,0.06,0.068,,NP,0,
MDW,Chicago Midway,2022-02-18 07:00,16,14,0.05,0.068,,NP,0,
MDW,Chicago Midway,2022-02-18 08:00,14,9,0.051,0.085,,NP,0,
MDW,Chicago Midway,2022-02-18 09:00,13,9,0.052,0.08,,NP,0,
MDW,Chicago Midway,2022-02-18 10:00,11,6,0.053,0.087,,NP,0,
MDW,Chicago Midway,2022-02-18 11:00,10,4,0.056,0.078,,NP,0,
MDW,Chicago Midway,2022-02-18 12:00,10,4,0.06,0.082,,NP,0,
MDW,Chicago Midway,2022-02-18 13:00,9,3,0.098,0.121,,NP,0,
MDW,Chicago Midway,2022-02-18 14:00,10,7,0.08,0.103,,NP,0,
MDW,Chicago Midway,2022-02-18 15:00,14,8,0.072,0.079,,NP,0,
MDW,Chicago Midway,2022-02-18 16:00,17,16,0.054,0.072,,NP,0,
MDW,Chicago Midway,2022-02-18 17:00,19,14,0.056,0.065,,NP,0,
MDW,Chicago Midway,2022-02-18 18:00,21,12,0.05,0.063,,NP,0,
MDW,Chicago Midway,2022-02-18 19:00,22,17,0.05,0.052,,NP,0,
MDW,Chicago Midway,2022-02-18 20:00,23,18,0.091,0.062,,NP,0,
MDW,Chicago Midway,2022-02-18 21:00,24,18,0.1,0.062,,NP,0,
MDW,Chicago Midway,2022-02-18 22:00,25,19,0.154,0.071,,NP,0,
MDW,Chicago Midway,2022-02-18 23:00,27,20,0.17,0.072,,NP,0,
MDW,Chicago Midway,2022-02-19 00:00,27,19,0.149,0.073,,NP,0,
MDW,Chicago Midway,2022-02-19 01:00,28,17,0.058,0.079,,NP,0,
MDW,Chicago Midway,2022-02-19 02:00,30,20,0.081,0.071,,NP,0,
MDW,Chicago Midway,2022-02-19 03:00,31,23,0.073,0.066,,NP,0,
MDW,Chicago Midway,2022-02-19 04:00,32,18,0.055,0.085,,?0,0,
MDW,Chicago Midway,2022-02-19 05:00,31,16,0.062,0.09,,NP,0,
MDW,Chicago Midway,2022-02-19 06:00,29,22,0.053,0.071,,NP,0,
MDW,Chicago Midway,2022-02-19 07:00,24,24,0.064,0.079,,NP,0,
MDW,Chicago Midway,2022-02-19 08:00,21,19,0.06,0.081,,NP,0,
MDW,Chicago Midway,2022-02-19 09:00,19,15,0.055,0.078,,NP,0,
MDW,Chicago Midway,2022-02-19 10:00,17,19,0.05,0.079,,NP,0,
MDW,Chicago Midway,2022-02-19 11:00,15,18,0.055,0.08,,NP,0,
MDW,Chicago Midway,2022-02-19 12:00,13,18,0.056,0.088,,NP,0,
MDW,Chicago Midway,2022-02-19 13:00,11,12,0.06,0.086,,NP,0,
MDW,Chicago Midway,2022-02-19 14:00,11,14,0.06,0.085,,NP,0,
MDW,Chicago Midway,2022-02-19 15:00,12,13,0.05,0.078,,NP,0,
MDW,Chicago Midway,2022-02-19 16:00,14,13,0.05,0.07,,NP,0,
MDW,Chicago Midway,2022-02-19 17:00,15,14,0.05,0.074,,NP,0,
MDW,Chicago Midway,2022-02-19 18:00,17,11,0.05,0.061,,NP,0,
MDW,Chicago Midway,2022-02-19 19:00,19,10,0.05,0.06,,NP,0,
MDW,Chicago Midway,2022-02-19 20:00,20,7,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-02-19 21:00,20,7,0.05,0.067,,NP,0,
MDW,Chicago Midway,2022-02-19 22:00,21,6,0.05,0.076,,NP,0,
MDW,Chicago Midway,2022-02-19 23:00,20,9,0.05,0.066,,NP,0,
MDW,Chicago Midway,2022-02-20 00:00,19,8,0.052,0.073,,NP,0,
MDW,Chicago Midway,2022-02-20 01:00,19,9,0.054,0.076,,NP,0,
